card,entry,lemma,gender,rank
w-grondement,le grondement,grondement,m,5145
w-buche,une bûche,bûche,f,5146
w-tuile,la tuile,tuile,f,5147
w-tournoyer,tournoyer,tournoyer,,5148
w-couture,la couture,couture,f,5149
w-emmenager,emménager,emménager,,5150
w-pendant,pendant,pendant,,5151
w-recu-2,un reçu,reçu,m,5152
w-reconforter,réconforter,réconforter,,5153
w-baby,un baby,baby,m,5154
w-collaborateur,un collaborateur,collaborateur,m,5155
w-piller,piller,piller,,5156
w-egoiste,égoïste,égoïste,,5157
w-clocher,le clocher,clocher,m,5158
w-symptome,le symptôme,symptôme,m,5159
w-trouer,trouer,trouer,,5160
w-evier,un évier,évier,m,5161
w-impitoyable,impitoyable,impitoyable,,5162
w-indication,une indication,indication,f,5163
w-rasseoir,se rasseoir,rasseoir,,5164
w-interlocuteur,un interlocuteur,interlocuteur,m,5165
w-heroique,héroïque,héroïque,,5166
w-improviser,improviser,improviser,,5167
w-prefet,le préfet,préfet,m,5168
w-scientifique-2,un scientifique,scientifique,m,5169
w-alourdir,alourdir,alourdir,,5170
w-gratitude,la gratitude,gratitude,f,5171
w-allonge,allongé,allongé,,5172
w-passerelle,la passerelle,passerelle,f,5173
w-bougre,le bougre,bougre,m,5174
w-mondain,mondain,mondain,,5175
w-radieux,radieux,radieux,,5176
w-cascade,la cascade,cascade,f,5177
w-farcir,farcir,farcir,,5178
w-passionnant,passionnant,passionnant,,5179
w-solaire,solaire,solaire,,5180
w-baisse,la baisse,baisse,f,5181
w-boss,le boss,boss,m,5182
w-paysan-2,paysan,paysan,,5183
w-craquement,le craquement,craquement,m,5184
w-rame,la rame,rame,f,5185
w-conception,la conception,conception,f,5186
w-mallette,la mallette,mallette,f,5187
w-distrait,distrait,distrait,,5188
w-enceinte-2,une enceinte,enceinte,f,5189
w-parallele,parallèle,parallèle,,5190
w-imperceptible,imperceptible,imperceptible,,5191
w-lover,se lover,lover,,5192
w-saveur,la saveur,saveur,f,5193
w-predire,prédire,prédire,,5194
w-proportion,la proportion,proportion,f,5195
w-constitution,la constitution,constitution,f,5196
w-comprehension,la compréhension,compréhension,f,5197
w-betement,bêtement,bêtement,,5198
w-empirer,empirer,empirer,,5199
w-depense,la dépense,dépense,f,5200
w-rein-2,serein,serein,,5201
w-inoffensif,inoffensif,inoffensif,,5202
w-ver,le ver,ver,m,5203
w-solde,le solde,solde,m,5204
w-blamer,blâmer,blâmer,,5205
w-orienter,orienter,orienter,,5206
w-paresseux,paresseux,paresseux,,5207
w-scotch,le scotch,scotch,m,5208
w-bazar,le bazar,bazar,m,5209
w-bache,la bâche,bâche,f,5210
w-durcir,durcir,durcir,,5211
w-escorter,escorter,escorter,,5212
w-culturel,culturel,culturel,,5213
w-repentir,se repentir,repentir,,5214
w-sortir,le sortir,sortir,m,5215
w-souper,souper,souper,,5216
w-tripoter,tripoter,tripoter,,5217
w-principal-2,le principal,principal,m,5218
w-effroi,un effroi,effroi,m,5219
w-soul,soûl,soûl,,5220
w-vulnerable,vulnérable,vulnérable,,5221
w-equiper,équiper,équiper,,5222
w-localiser,localiser,localiser,,5223
w-deriver,dériver,dériver,,5224
w-britannique-2,un Britannique,Britannique,m,5225
w-claquement,le claquement,claquement,m,5226
w-tranquillite,la tranquillité,tranquillité,f,5227
w-federal,fédéral,fédéral,,5228
w-manoeuvrer,manœuvrer,manœuvrer,,5229
w-manoir,le manoir,manoir,m,5230
w-eparpiller,éparpiller,éparpiller,,5231
w-bretelles,les bretelles,bretelles,,5232
w-enjamber,enjamber,enjamber,,5233
w-enfoire-2,enfoiré,enfoiré,,5234
w-condamnation,la condamnation,condamnation,f,5235
w-exalter,exalter,exalter,,5236
w-nullement,nullement,nullement,,5237
w-argent,argent,argent,,5238
w-lucide,lucide,lucide,,5239
w-repit,le répit,répit,m,5240
w-tricot,le tricot,tricot,m,5241
w-infame,infâme,infâme,,5242
w-couver,couver,couver,,5243
w-nudite,la nudité,nudité,f,5244
w-revenu,revenu,revenu,,5245
w-bribe,une bribe,bribe,f,5246
w-contracter,contracter,contracter,,5247
w-assombrir,assombrir,assombrir,,5248
w-rincer,rincer,rincer,,5249
w-decreter,décréter,décréter,,5250
w-relais,le relais,relais,m,5251
w-zele,le zèle,zèle,m,5252
w-douane,la douane,douane,f,5253
w-carrelage,le carrelage,carrelage,m,5254
w-consolation,la consolation,consolation,f,5255
w-miser,miser,miser,,5256
w-voisinage,le voisinage,voisinage,m,5257
w-restaurer,restaurer,restaurer,,5258
w-librairie,la librairie,librairie,f,5259
w-ressemblance,une ressemblance,ressemblance,f,5260
w-guerrier-2,guerrier,guerrier,,5261
w-colonial,colonial,colonial,,5262
w-logis,le logis,logis,m,5263
w-fantasme,un fantasme,fantasme,m,5264
w-flottant,flottant,flottant,,5265
w-piaule,la piaule,piaule,f,5266
w-intolerable,intolérable,intolérable,,5267
w-raisonnement,le raisonnement,raisonnement,m,5268
w-idole,une idole,idole,f,5269
w-porcelaine,la porcelaine,porcelaine,f,5270
w-viril,viril,viril,,5271
w-inerte,inerte,inerte,,5272
w-jazz,le jazz,jazz,m,5273
w-sale,salé,salé,,5274
w-evaluer,évaluer,évaluer,,5275
w-avant-hier,avant-hier,avant-hier,,5276
w-flinguer,flinguer,flinguer,,5277
w-souche,la souche,souche,f,5278
w-cuvette,une cuvette,cuvette,f,5279
w-porteur-2,porteur,porteur,,5280
w-revolter,révolter,révolter,,5281
w-pose-2,posé,posé,,5282
w-egout,un égout,égout,m,5283
w-commode-2,la commode,commode,f,5284
w-desarroi,le désarroi,désarroi,m,5285
w-pitoyable,pitoyable,pitoyable,,5286
w-tatouage,le tatouage,tatouage,m,5287
w-feutre,le feutre,feutre,m,5288
w-astre,un astre,astre,m,5289
w-borner,borner,borner,,5290
w-carotte,la carotte,carotte,f,5291
w-scie,la scie,scie,f,5292
w-offensive,une offensive,offensive,f,5293
w-arrete,arrêté,arrêté,,5294
w-ravitaillement,le ravitaillement,ravitaillement,m,5295
w-prejuge,le préjugé,préjugé,m,5296
w-damer,damer,damer,,5297
w-detache,détaché,détaché,,5298
w-moule,la moule,moule,f,5299
w-satellite,le satellite,satellite,m,5300
w-perturber,perturber,perturber,,5301
w-gamelle,la gamelle,gamelle,f,5302
w-cartouche,la cartouche,cartouche,f,5303
w-percher,percher,percher,,5304
w-roc,le roc,roc,m,5306
w-taillis,le taillis,taillis,m,5307
w-cerise,la cerise,cerise,f,5308
w-accompli,accompli,accompli,,5309
w-digerer,digérer,digérer,,5310
w-presider,présider,présider,,5311
w-egare,égaré,égaré,,5312
w-anormal,anormal,anormal,,5313
w-eblouissant,éblouissant,éblouissant,,5314
w-escargot,un escargot,escargot,m,5315
w-miner,miner,miner,,5316
w-mourant,mourant,mourant,,5317
w-aurore,une aurore,aurore,f,5318
w-ajuster,ajuster,ajuster,,5319
w-devant,le devant,devant,m,5320
w-suisse,suisse,suisse,,5321
w-irreel,irréel,irréel,,5322
w-confrere,le confrère,confrère,m,5323
w-fardeau,le fardeau,fardeau,m,5324
w-marmonner,marmonner,marmonner,,5325
w-precher,prêcher,prêcher,,5326
w-agite,agité,agité,,5327
w-mitraillette,la mitraillette,mitraillette,f,5328
w-place,placé,placé,,5329
w-extase,une extase,extase,f,5330
w-saouler,saouler,saouler,,5331
w-aventurer,s'aventurer,aventurer,,5332
w-cure-2,une cure,cure,f,5333
w-provocation,la provocation,provocation,f,5334
w-roman,roman,roman,,5335
w-portant,portant,portant,,5336
w-bapteme,le baptême,baptême,m,5337
w-deformer,déformer,déformer,,5338
w-gerant,le gérant,gérant,m,5339
w-egalite,une égalité,égalité,f,5340
w-alimenter,alimenter,alimenter,,5341
w-redaction,la rédaction,rédaction,f,5342
w-precedent-2,un précédent,précédent,m,5343
w-condoleances,les condoléances,condoléances,,5344
w-fonce,foncé,foncé,,5345
w-anime,animé,animé,,5346
w-croitre,croître,croître,,5347
w-monte,monté,monté,,5348
w-betail,le bétail,bétail,m,5349
w-cramponner,se cramponner,cramponner,,5350
w-attenuer,atténuer,atténuer,,5351
w-chimique,chimique,chimique,,5352
w-attraction,une attraction,attraction,f,5353
w-cine,le ciné,ciné,m,5354
w-combine,la combine,combine,f,5355
w-paresse,la paresse,paresse,f,5356
w-reconstruire,reconstruire,reconstruire,,5357
w-affaler,s'affaler,affaler,,5358
w-contradiction,la contradiction,contradiction,f,5359
w-propagande,la propagande,propagande,f,5360
w-preoccupation,la préoccupation,préoccupation,f,5361
w-menthe,la menthe,menthe,f,5362
w-rituel-2,le rituel,rituel,m,5363
w-anecdote,une anecdote,anecdote,f,5364
w-sculpture,la sculpture,sculpture,f,5365
w-rhabiller,se rhabiller,rhabiller,,5366
w-tressaillir,tressaillir,tressaillir,,5367
w-croupe,la croupe,croupe,f,5368
w-tabasser,tabasser,tabasser,,5369
w-chandail,le chandail,chandail,m,5370
w-alerte-2,alerte,alerte,,5371
w-complet-2,le complet,complet,m,5372
w-insolent,insolent,insolent,,5373
w-joint-2,le joint,joint,m,5374
w-mark,le mark,mark,m,5375
w-curieux,le curieux,curieux,m,5376
w-moyenne,la moyenne,moyenne,f,5377
w-inverse,inverse,inverse,,5378
w-correction,la correction,correction,f,5379
w-hymne,un hymne,hymne,m,5380
w-interesse,intéressé,intéressé,,5381
w-mentable,lamentable,lamentable,,5382
w-mouvant,mouvant,mouvant,,5383
w-prefere-2,le préféré,préféré,m,5384
w-rival,le rival,rival,m,5385
w-mouvoir,mouvoir,mouvoir,,5386
w-mecanisme,le mécanisme,mécanisme,m,5387
w-olivier,un olivier,olivier,m,5388
w-deguster,déguster,déguster,,5389
w-transfert,le transfert,transfert,m,5390
w-cerebral,cérébral,cérébral,,5391
w-debile-2,un débile,débile,m,5392
w-desesperement,désespérément,désespérément,,5393
w-repugner,répugner,répugner,,5394
w-tire-2,tiré,tiré,,5395
w-ronce,la ronce,ronce,f,5396
w-integrer,intégrer,intégrer,,5397
w-valse,la valse,valse,f,5398
w-scier,scier,scier,,5399
w-palper,palper,palper,,5400
w-etable,une étable,étable,f,5401
w-contredire,contredire,contredire,,5402
w-cygne,le cygne,cygne,m,5403
w-vif,le vif,vif,m,5404
w-decliner,décliner,décliner,,5405
w-sanglier,le sanglier,sanglier,m,5406
w-chapelet,le chapelet,chapelet,m,5407
w-limpide,limpide,limpide,,5408
w-resserrer,resserrer,resserrer,,5409
w-verger,le verger,verger,m,5410
w-broncher,broncher,broncher,,5411
w-grappe,la grappe,grappe,f,5412
w-nazi-2,nazi,nazi,,5413
w-manuel,le manuel,manuel,m,5414
w-frites,les frites,frites,,5415
w-heureux,un heureux,heureux,m,5416
w-turc,turc,turc,,5417
w-nsuel,sensuel,sensuel,,5418
w-clochard,un clochard,clochard,m,5419
w-orange-2,orange,orange,,5420
w-psychologique,psychologique,psychologique,,5421
w-original-2,un original,original,m,5422
w-curieusement,curieusement,curieusement,,5424
w-rebelle,un rebelle,rebelle,m,5425
w-chiant,chiant,chiant,,5426
w-faillite,la faillite,faillite,f,5427
w-vaciller,vaciller,vaciller,,5428
w-a-mi-voix,à mi-voix,à mi-voix,,5429
w-grandiose,grandiose,grandiose,,5430
w-maigrir,maigrir,maigrir,,5431
w-algue,une algue,algue,f,5432
w-volupte,la volupté,volupté,f,5433
w-poker,le poker,poker,m,5434
w-suspendu,suspendu,suspendu,,5435
w-jumeau-2,jumeau,jumeau,,5436
w-sang-froid,le sang-froid,sang-froid,m,5437
w-temperament,le tempérament,tempérament,m,5438
w-accroitre,accroître,accroître,,5439
w-maquereau,le maquereau,maquereau,m,5440
w-naufrage,le naufrage,naufrage,m,5441
w-protecteur,protecteur,protecteur,,5442
w-itineraire,un itinéraire,itinéraire,m,5443
w-tituber,tituber,tituber,,5444
w-atomique,atomique,atomique,,5445
w-brouhaha,le brouhaha,brouhaha,m,5446
w-herisser,hérisser,hérisser,,5447
w-mineur-2,mineur,mineur,,5448
w-recoin,le recoin,recoin,m,5449
w-grade,le grade,grade,m,5450
w-stable,stable,stable,,5451
w-mat,mat,mat,,5452
w-plaisant,plaisant,plaisant,,5453
w-prodige,le prodige,prodige,m,5454
w-demonter,démonter,démonter,,5455
w-lointain,le lointain,lointain,m,5456
w-errant,errant,errant,,5457
w-mi,le mi,mi,m,5458
w-tue,tué,tué,,5459
w-garnison,la garnison,garnison,f,5460
w-mauvais,le mauvais,mauvais,m,5461
w-rappel,le rappel,rappel,m,5462
w-corbeau,le corbeau,corbeau,m,5463
w-cube,le cube,cube,m,5464
w-infirmerie,une infirmerie,infirmerie,f,5465
w-empresser,s'empresser,empresser,,5466
w-potion,une potion,potion,f,5467
w-adjoint,un adjoint,adjoint,m,5468
w-diabolique,diabolique,diabolique,,5469
w-froc,le froc,froc,m,5470
w-mijoter,mijoter,mijoter,,5471
w-nourrice,une nourrice,nourrice,f,5472
w-blottir,se blottir,blottir,,5473
w-mafia,la mafia,mafia,f,5474
w-amenager,aménager,aménager,,5475
w-soutien-gorge,le soutien-gorge,soutien-gorge,m,5476
w-irruption,une irruption,irruption,f,5477
w-affaiblir,affaiblir,affaiblir,,5478
w-croyance,une croyance,croyance,f,5479
w-museau,le museau,museau,m,5480
w-pilote-2,pilote,pilote,,5481
w-confiant,confiant,confiant,,5482
w-reservoir,le réservoir,réservoir,m,5483
w-militant,un militant,militant,m,5484
w-conjugal,conjugal,conjugal,,5485
w-etincelant,étincelant,étincelant,,5486
w-crocodile,le crocodile,crocodile,m,5487
w-deprimer,déprimer,déprimer,,5488
w-pecher-2,pécher,pécher,,5489
w-reforme,la réforme,réforme,f,5490
w-sot,sot,sot,,5491
w-succomber,succomber,succomber,,5492
w-demi-3,le demi,demi,m,5493
w-espionner,espionner,espionner,,5494
w-distingue,distingué,distingué,,5495
w-platane,le platane,platane,m,5496
w-dispenser,dispenser,dispenser,,5497
w-frange,la frange,frange,f,5498
w-prive-2,le privé,privé,m,5499
w-incertitude,une incertitude,incertitude,f,5500
w-leader,le leader,leader,m,5501
w-chatouiller,chatouiller,chatouiller,,5502
w-option,une option,option,f,5503
w-complexe-2,le complexe,complexe,m,5504
w-tenace,tenace,tenace,,5505
w-industriel,industriel,industriel,,5506
w-radical,radical,radical,,5507
w-river,river,river,,5508
w-administratif,administratif,administratif,,5509
w-corridor,le corridor,corridor,m,5510
w-opportunite,une opportunité,opportunité,f,5511
w-pellicule,la pellicule,pellicule,f,5512
w-recroqueviller,se recroqueviller,recroqueviller,,5513
w-perroquet,le perroquet,perroquet,m,5514
w-roulette,la roulette,roulette,f,5515
w-chale,le châle,châle,m,5516
w-gagnant,le gagnant,gagnant,m,5517
w-escorte,une escorte,escorte,f,5518
w-volontaire-2,le volontaire,volontaire,m,5519
w-confidentiel,confidentiel,confidentiel,,5520
w-faille,une faille,faille,f,5521
w-modestie,la modestie,modestie,f,5522
w-voleur,voleur,voleur,,5523
w-tumulte,le tumulte,tumulte,m,5524
w-audition,une audition,audition,f,5525
w-diplomatique,diplomatique,diplomatique,,5526
w-funerailles,les funérailles,funérailles,,5527
w-inconvenient,un inconvénient,inconvénient,m,5528
w-quasiment,quasiment,quasiment,,5529
w-surnom,le surnom,surnom,m,5530
w-adoucir,adoucir,adoucir,,5531
w-attachement,un attachement,attachement,m,5532
w-braise,la braise,braise,f,5533
w-calecon,le caleçon,caleçon,m,5534
w-dealer,le dealer,dealer,m,5535
w-olive,une olive,olive,f,5536
w-succession,la succession,succession,f,5537
w-acide,un acide,acide,m,5538
w-brutalite,la brutalité,brutalité,f,5539
w-allegresse,une allégresse,allégresse,f,5540
w-intituler,intituler,intituler,,5541
w-suffoquer,suffoquer,suffoquer,,5542
w-anxieux,anxieux,anxieux,,5543
w-crosse,la crosse,crosse,f,5544
w-balbutier,balbutier,balbutier,,5545
w-faux,la faux,faux,f,5546
w-plate-forme,la plate-forme,plate-forme,f,5547
w-petrin,le pétrin,pétrin,m,5548
w-aisement,aisément,aisément,,5549
w-articuler,articuler,articuler,,5551
w-esclave-2,esclave,esclave,,5552
w-souper-2,le souper,souper,m,5553
w-lachete,la lâcheté,lâcheté,f,5554
w-amende,une amende,amende,f,5555
w-lyceen,un lycéen,lycéen,m,5556
w-rattacher,rattacher,rattacher,,5557
w-recreation,la récréation,récréation,f,5558
w-torpeur,la torpeur,torpeur,f,5559
w-bouillie,la bouillie,bouillie,f,5560
w-deshonorer,déshonorer,déshonorer,,5561
w-illustrer,illustrer,illustrer,,5562
w-multicolore,multicolore,multicolore,,5563
w-pogne,la pogne,pogne,f,5564
w-marchand-2,marchand,marchand,,5565
w-scintiller,scintiller,scintiller,,5566
w-tisser,tisser,tisser,,5567
w-epidemie,une épidémie,épidémie,f,5568
w-bredouiller,bredouiller,bredouiller,,5569
w-aspirine,une aspirine,aspirine,f,5570
w-formalite,une formalité,formalité,f,5571
w-team,le team,team,m,5572
w-malsain,malsain,malsain,,5573
w-verdict,le verdict,verdict,m,5574
w-esclavage,un esclavage,esclavage,m,5575
w-rebondir,rebondir,rebondir,,5576
w-anterieur,antérieur,antérieur,,5577
w-dorenavant,dorénavant,dorénavant,,5578
w-frayer,frayer,frayer,,5579
w-chignon,le chignon,chignon,m,5580
w-fibre,la fibre,fibre,f,5581
w-controleur,le contrôleur,contrôleur,m,5582
w-depourvoir,dépourvoir,dépourvoir,,5583
w-melon,le melon,melon,m,5584
w-bail,le bail,bail,m,5585
w-deverser,déverser,déverser,,5586
w-grommeler,grommeler,grommeler,,5587
w-orphelin-2,orphelin,orphelin,,5588
w-triple,triple,triple,,5589
w-brebis,la brebis,brebis,f,5590
w-libere,libéré,libéré,,5591
w-recommandation,la recommandation,recommandation,f,5592
w-centrale,la centrale,centrale,f,5593
w-legerete,la légèreté,légèreté,f,5594
w-illustre,illustre,illustre,,5595
w-lever,le lever,lever,m,5596
w-maths,les maths,maths,,5597
w-pique,le pique,pique,m,5598
w-moineau,le moineau,moineau,m,5599
w-sermon,le sermon,sermon,m,5600
w-vaillant,vaillant,vaillant,,5601
w-crevette,la crevette,crevette,f,5602
w-bordure,la bordure,bordure,f,5603
w-consul,le consul,consul,m,5604
w-incessant,incessant,incessant,,5605
w-fichier,le fichier,fichier,m,5606
w-procession,une procession,procession,f,5607
w-coke,la coke,coke,f,5608
w-cycle,le cycle,cycle,m,5609
w-comte,le comté,comté,m,5610
w-matelot,le matelot,matelot,m,5611
w-balade,une balade,balade,f,5612
w-misericorde,la miséricorde,miséricorde,f,5613
w-contraste,le contraste,contraste,m,5614
w-infime,infime,infime,,5615
w-kid,le kid,kid,m,5616
w-chanceux,chanceux,chanceux,,5617
w-amorcer,amorcer,amorcer,,5618
w-contaminer,contaminer,contaminer,,5619
w-communisme,le communisme,communisme,m,5620
w-competition,une compétition,compétition,f,5621
w-cote,la cote,cote,f,5622
w-saler,saler,saler,,5623
w-pionnier,le pionnier,pionnier,m,5624
w-gouttiere,la gouttière,gouttière,f,5625
w-insu,un insu,insu,m,5626
w-axe,un axe,axe,m,5627
w-sirop,le sirop,sirop,m,5628
w-ingrat,ingrat,ingrat,,5629
w-argile,une argile,argile,f,5630
w-bourgeoisie,la bourgeoisie,bourgeoisie,f,5631
w-battant,battant,battant,,5632
w-compenser,compenser,compenser,,5633
w-degringoler,dégringoler,dégringoler,,5634
w-quinzaine,la quinzaine,quinzaine,f,5635
w-tapisserie,la tapisserie,tapisserie,f,5636
w-erotique,érotique,érotique,,5637
w-entraver,entraver,entraver,,5638
w-lourd-2,lourd,lourd,,5639
w-alentours,les alentours,alentours,,5640
w-parcelle,la parcelle,parcelle,f,5642
w-fondamental,fondamental,fondamental,,5643
w-psychologie,la psychologie,psychologie,f,5644
w-chirurgie,la chirurgie,chirurgie,f,5645
w-taux,le taux,taux,m,5646
w-carabine,une carabine,carabine,f,5647
w-infanterie,une infanterie,infanterie,f,5648
w-inverser,inverser,inverser,,5649
w-racler,racler,racler,,5650
w-respectable,respectable,respectable,,5651
w-bulletin,le bulletin,bulletin,m,5652
w-denicher,dénicher,dénicher,,5653
w-nettoyage,le nettoyage,nettoyage,m,5654
w-excite,excité,excité,,5655
w-officier,officier,officier,,5656
w-rallumer,rallumer,rallumer,,5657
w-artisan,un artisan,artisan,m,5658
w-buee,une buée,buée,f,5659
w-coureur,le coureur,coureur,m,5660
w-egal-2,un égal,égal,m,5661
w-desarmer,désarmer,désarmer,,5662
w-dictionnaire,le dictionnaire,dictionnaire,m,5663
w-gendre,le gendre,gendre,m,5664
w-compatriote,un compatriote,compatriote,m,5665
w-expert-2,expert,expert,,5666
w-noyau,le noyau,noyau,m,5667
w-reussi,réussi,réussi,,5668
w-daigner,daigner,daigner,,5669
w-grand,grand,grand,,5670
w-reprimer,réprimer,réprimer,,5671
w-favoriser,favoriser,favoriser,,5672
w-durete,la dureté,dureté,f,5673
w-parapet,le parapet,parapet,m,5674
w-couturier,le couturier,couturier,m,5675
w-grignoter,grignoter,grignoter,,5676
w-autopsie,une autopsie,autopsie,f,5677
w-celeste,céleste,céleste,,5678
w-differer,différer,différer,,5679
w-gendarmerie,la gendarmerie,gendarmerie,f,5680
w-rhume,le rhume,rhume,m,5681
w-secheresse,la sécheresse,sécheresse,f,5682
w-serail,le sérail,sérail,m,5683
w-grands-parents,les grands-parents,grands-parents,,5684
w-canot,le canot,canot,m,5685
w-grippe,la grippe,grippe,f,5686
w-impermeable,un imperméable,imperméable,m,5687
w-issu,issu,issu,,5688
w-entourage,un entourage,entourage,m,5689
w-gaillard,un gaillard,gaillard,m,5690
w-gomme,la gomme,gomme,f,5691
w-osciller,osciller,osciller,,5692
w-redoubler,redoubler,redoubler,,5693
w-aieul,un aïeul,aïeul,m,5694
w-epater,épater,épater,,5695
w-averse,une averse,averse,f,5696
w-dense,dense,dense,,5697
w-escroc,un escroc,escroc,m,5698
w-vestibule,un vestibule,vestibule,m,5699
w-denouer,dénouer,dénouer,,5700
w-franchise,la franchise,franchise,f,5701
w-bled,le bled,bled,m,5702
w-therapie,la thérapie,thérapie,f,5703
w-doux,doux,doux,,5704
w-enrager,enrager,enrager,,5705
w-monumental,monumental,monumental,,5706
w-touche-2,touché,touché,,5707
w-miraculeux,miraculeux,miraculeux,,5708
w-deposition,la déposition,déposition,f,5709
w-teinte,la teinte,teinte,f,5710
w-rendormir,se rendormir,rendormir,,5711
w-carnaval,le carnaval,carnaval,m,5712
w-lugubre,lugubre,lugubre,,5713
w-ecorce,une écorce,écorce,f,5714
w-galaxie,la galaxie,galaxie,f,5715
w-soyeux,soyeux,soyeux,,5716
w-cochon-2,cochon,cochon,,5717
w-hagard,hagard,hagard,,5718
w-pousse,la pousse,pousse,f,5719
w-precedemment,précédemment,précédemment,,5720
w-ressaisir,se ressaisir,ressaisir,,5721
w-revendre,revendre,revendre,,5722
w-etalage,un étalage,étalage,m,5723
w-entente,une entente,entente,f,5724
w-honnetete,une honnêteté,honnêteté,f,5725
w-inaccessible,inaccessible,inaccessible,,5726
w-torchon,le torchon,torchon,m,5727
w-distraitement,distraitement,distraitement,,5728
w-distribution,la distribution,distribution,f,5729
w-meditation,la méditation,méditation,f,5730
w-arcade,une arcade,arcade,f,5731
w-dresse,dressé,dressé,,5732
w-opaque,opaque,opaque,,5733
w-pirate,le pirate,pirate,m,5734
w-formel,formel,formel,,5735
w-recruter,recruter,recruter,,5736
w-assurement,assurément,assurément,,5737
w-isolement,un isolement,isolement,m,5738
w-gaver,gaver,gaver,,5739
w-acquiescer,acquiescer,acquiescer,,5740
w-petit-dejeuner,le petit-déjeuner,petit-déjeuner,m,5742
w-armure,une armure,armure,f,5743
w-mefiant,méfiant,méfiant,,5744
w-stock,le stock,stock,m,5745
w-chargement,le chargement,chargement,m,5746
w-confronter,confronter,confronter,,5747
w-coulisse,la coulisse,coulisse,f,5748
w-jure,le juré,juré,m,5749
w-trac,le trac,trac,m,5750
w-ouest-2,ouest,ouest,,5751
w-sperme,le sperme,sperme,m,5752
w-assise,une assise,assise,f,5753
w-avant-bras,un avant-bras,avant-bras,m,5754
w-exemplaire-2,exemplaire,exemplaire,,5755
w-moustique,le moustique,moustique,m,5756
w-obligatoire,obligatoire,obligatoire,,5757
w-perche,la perche,perche,f,5758
w-voulu,voulu,voulu,,5759
w-labeur,le labeur,labeur,m,5760
w-ravi,ravi,ravi,,5761
w-bravo,un bravo,bravo,m,5762
w-decide,décidé,décidé,,5763
w-total-2,le total,total,m,5764
w-beneficier,bénéficier,bénéficier,,5765
w-grillage,le grillage,grillage,m,5766
w-minet,le minet,minet,m,5767
w-peinard,peinard,peinard,,5768
w-souverain,le souverain,souverain,m,5769
w-raie,la raie,raie,f,5770
w-bilan,le bilan,bilan,m,5771
w-duel,le duel,duel,m,5772
w-hallucination,une hallucination,hallucination,f,5773
w-obstination,une obstination,obstination,f,5774
w-tristement,tristement,tristement,,5775
w-blues,le blues,blues,m,5776
w-depeche,la dépêche,dépêche,f,5777
w-calibre,le calibre,calibre,m,5778
w-largeur,la largeur,largeur,f,5779
w-dechet,le déchet,déchet,m,5780
w-commune,la commune,commune,f,5781
w-escadron,un escadron,escadron,m,5782
w-rancon,la rançon,rançon,f,5783
w-sincerite,la sincérité,sincérité,f,5784
w-vocabulaire,le vocabulaire,vocabulaire,m,5785
w-desserrer,desserrer,desserrer,,5786
w-breche,une brèche,brèche,f,5787
w-contester,contester,contester,,5788
w-bucher,le bûcher,bûcher,m,5789
w-triomphant,triomphant,triomphant,,5790
w-costaud,costaud,costaud,,5791
w-effroyable,effroyable,effroyable,,5792
w-interprete,un interprète,interprète,m,5793
w-lisser,lisser,lisser,,5794
w-mobiliser,mobiliser,mobiliser,,5795
w-assaillir,assaillir,assaillir,,5796
w-rate,un raté,raté,m,5797
w-renaissance,la renaissance,renaissance,f,5798
w-sentence,la sentence,sentence,f,5799
w-consommation,la consommation,consommation,f,5800
w-enlevement,un enlèvement,enlèvement,m,5801
w-labyrinthe,le labyrinthe,labyrinthe,m,5802
w-souverain-2,souverain,souverain,,5803
w-devouement,le dévouement,dévouement,m,5804
w-poilu,poilu,poilu,,5805
w-strategique,stratégique,stratégique,,5806
w-terrifier,terrifier,terrifier,,5807
w-altitude,une altitude,altitude,f,5808
w-roulement,le roulement,roulement,m,5809
w-abus,un abus,abus,m,5811
w-anxiete,une anxiété,anxiété,f,5812
w-poussee,une poussée,poussée,f,5813
w-steak,le steak,steak,m,5814
w-pueril,puéril,puéril,,5815
w-purement,purement,purement,,5816
w-devise,la devise,devise,f,5817
w-inhumain,inhumain,inhumain,,5818
w-mecanicien,le mécanicien,mécanicien,m,5819
w-onduler,onduler,onduler,,5820
w-pretention,une prétention,prétention,f,5821
w-bavardage,le bavardage,bavardage,m,5822
w-creche,la crèche,crèche,f,5823
w-indefiniment,indéfiniment,indéfiniment,,5824
w-timidite,la timidité,timidité,f,5825
w-abstenir,s'abstenir,abstenir,,5826
w-affranchir,affranchir,affranchir,,5827
w-menteur-2,menteur,menteur,,5828
w-omelette,une omelette,omelette,f,5829
w-plongee,la plongée,plongée,f,5830
w-poliment,poliment,poliment,,5831
w-communique,le communiqué,communiqué,m,5832
w-crotte,la crotte,crotte,f,5833
w-impatienter,s'impatienter,impatienter,,5834
w-tank,le tank,tank,m,5835
w-interpretation,une interprétation,interprétation,f,5836
w-ardoise,une ardoise,ardoise,f,5837
w-parasite,le parasite,parasite,m,5838
w-pignon,le pignon,pignon,m,5839
w-infiltrer,infiltrer,infiltrer,,5840
w-andouille,une andouille,andouille,f,5841
w-replonger,replonger,replonger,,5842
w-enfler,enfler,enfler,,5843
w-frele,frêle,frêle,,5844
w-rade,la rade,rade,f,5845
w-artiste,artiste,artiste,,5846
w-metteur-en-scene,le metteur en scène,metteur en scène,m,5847
w-navre,navré,navré,,5848
w-rassemblement,le rassemblement,rassemblement,m,5849
w-rigide,rigide,rigide,,5850
